,Unnamed: 0,Name,Rating,Date,Review
140,50,Saigon Fusion,4 star rating,2/22/2020,"It feels weird calling this place a hidden gem when it's actually in a prime location right on Massachusetts Ave, a block away from Symphony Hall. But the restaurant seems to have struggled a bit to find its footing, based on its Yelp page: one early review complains about inconsistent menu offerings; the name and description (inaccurately) refers to the cuisine as a fusion of Vietnamese, Chinese, and Thai flavors; and even the menu photos seem out of date, picturing ramen bowls and other Japanese-influenced appetizers alongside unique banh mi combos. While the promise of fusion food intrigued me, the mixed messages put off my Vietnamese girlfriend, and we nearly passed over eating here for Saturday brunch.

We took our chances though, and left impressed and impressively full. In an ironic twist, this latest (and hopefully last) iteration of Saigon Fusion's menu features no-nonsense Vietnamese specialties--if you're looking for fusion, you're better off going to Pho Basil a block away. 

We started off by splitting a pate and jambon (ham) banh mi ($7.50) between us as an appetizer, and followed it up with a bowl of pho ($12.50) each. The pho was good and came with high quality cuts of beef, but we both agreed it was the banh mi that stole the show--the baguette was perfectly crusty on the outside, warm and fluffy on the inside, and filled with enough well-mixed pate and aioli to make every bite a delight. The surprising lack of pickled carrots and radish didn't even register as a disappointment, since the mix of fresh veggies that were included more than made up for it. 

The price point is a bit high for Vietnamese food, but reasonable for the area, and again the food is of genuinely high quality. My girlfriend adored the aesthetics of the place too: cute little pots of live flowers served as a centerpiece on each table, the chalk-drawn menus struck a fine balance between artsy and informative, and the music (a lot of classic French love songs) elevated our casual dining experience to just this side of classy. Really loved what they're doing here, and will definitely come again."
141,51,Saigon Fusion,5 star rating,3/8/2020,"I love the pho noodles here! The broth had been simmered for many hours and has a rich complex flavor. The beef is fresh, tender, and flavorful. 

Beautiful interior. Friendly and attentive staff.

The place seemed to have change owners recently but kept the same name. Now it only serves quality authentic Vietnamese food. No fusion nonsense. The new menu serves pho noodles, grilled pork rice plate, Vietnamese sandwiches, and some appetizers. 

This is a hidden gem. A notch better than the overcrowded Pho Basil nearby in my opinion."
142,52,Saigon Fusion,5 star rating,12/1/2020,HIDDEN GEM for Vietnamese food!! I love this family owned restaurant. Take it from someone who has high standards for her Viet food- this place gives my mom's food a run for her money. Very authentic pho. You can tell everything is made with care from the dine-in presentation to pick up packaging. A+ COVID precautions. Looking for a tasty small business restaurant to support? Look no further.
143,53,Saigon Fusion,5 star rating,6/4/2021,I've been looking for a good Bahn Mi shop ever since my favorite store in Chinatown closed down due to COVID. Saigon Fusion hit the spot with some solid Bahn Mi sandwiches. Will definitely be back again!
144,54,Saigon Fusion,3 star rating,5/9/2021,"I want to give a better review, I really do. But waiting more than an hour for takeout pickup is not okay. It's not crowded. We ordered before noon so before the lunchtime rush. No good explanation given."
145,55,Saigon Fusion,5 star rating,4/26/2021,thought the pho broth was comparable to some in the bay area (which is a good thing) - definitely the best broth ive had in boston
146,56,Saigon Fusion,5 star rating,10/28/2020,"Actually authentic, delicious Vietnamese food. Being Vietnamese myself, I am picky and always compare the food to my mom's cooking. Saigon fusion comes close. Glad to have stumbled upon this gem."
147,57,Saigon Fusion,5 star rating,11/28/2020,"Hands down the best Vietnamese food in the Boston area! All dishes are extremely fresh and vivid. Because they don't do delivery yet and I don't live nearby, every time I visit I try taking out as much as food as I could, usually a few Banh Mis which I toast in my oven and they taste as good as if I had them dining in!"
148,58,Saigon Fusion,5 star rating,3/1/2021,"As someone who is Vietnamese, I'm thrilled to say their food is amazing and authentic, and the business is run by fantastic owners. They were very busy last weekend so the wait time was a bit longer, and the owner made us some free thai tea to thank us for our patience. Great service and quality bánh mì for reasonable prices, I highly recommend!"
149,59,Saigon Fusion,5 star rating,2/24/2020,Saigon Fusion is under new ownership so our family stopped to grab a bite to eat. I highly recommend the pho (which was packed with flavor) and the Banh Mi that was fresh. This is some of the most authentic Vietnamese food you can get in this area. The staff was friendly and the atmosphere was great! The quality and amount of food you get is fair to the prices. I'll be back many more times! It was such a positive experience eating here.
150,60,Saigon Fusion,5 star rating,2/15/2020,"Food and service were both excellent.  Pho was fantastic -- broth was hearty without being overly salty/greasy, quality of beef was great (not stringy or chewy like other places). I also liked the accompaniments for the soup -- not the standard Thai basil but some unique herbs and veggies that elevated the pho.  

Also tried one of the Banh mi sandwiches, something that is lacking in this area.  Bread was warm, and just the right texture (not too crumbly and for once, my jaw and upper mouth did not hurt afterward). Happy to not have to trek all the way to Allston or Chinatown from now on. 

Really happy to have this authentic Vietnamese place nearby and will definitely come again.  Service was warm, attentive and prompt.  Decor is warm and bright, and much cleaner than a lot of the other restaurants on the block. 

PS:  Strawberry milk and orange soda drinks were also great!"
151,61,Saigon Fusion,5 star rating,1/31/2021,Amazing food! Amazing owners!! They're so friendly and the food is spectacular. My friend I went with loved the banh mi so much she bought a second one to eat later!!! Definitely support this business!!
152,62,Saigon Fusion,5 star rating,2/17/2020,"Don't miss this charming little Vietnamese cafe when in the Symphony neighborhood. Simply delicious pho, really the best I have ever had!  The flavor notes in the broth are simple yet complex and the accouterments are super fresh and fragrant. I can't wait to go back. I bet there'll be a line out the door!"
153,63,Saigon Fusion,5 star rating,10/10/2020,"Woohoo!!  They are OPEN again after closing in March. While they were closed, we got take out from so many different Vietnamese places all around Boston and we couldn't find Vietnamese food better than this.  This is a family-run business and everything they make tastes super fresh. Their soup is fragrant with herbs, their meat is high quality, and the bread for the sandwiches is homemade. Truly a gem in this neighborhood and not to be missed!"
