LocationName,Address,City,State,Zip,Description,Website,Phone,
Harper's Farm & Garden Farmstand,1539 North Main Street,Lancaster,MA,01523,Diversified fruit & vegetable farm growing on 85 acres. Farmstand open 7 days a week from end of April - Thanksgiving. Hours: Monday through Friday 9:00 am - 6:00 pm and weekends 9:00 am-5:00 pm.,www.harpersfarm.com,(978) 549-359,
Hartman's Herb Farm with Bed and Breakfast,1026 Old Dana Road,Barre,MA,01005,Our services include Bed & Breakfast dried and fresh flowers for weddings herbal sympathy wreaths and for other purposes lectures to garden groups and bus tours craft and herb classes and a retail shop to browse in. We offer mail order service for those who cannot visit. Small family owned farm that has grown to include facilities for your wedding wedding reception or special event. SNAP accepted at the farm.,www.Hartmansherbfarm.com,(978) 355-2015,
Harvard Alpaca Ranch,58 Old Mill Road                                              ,Harvard,MA,01451,Come visit the friendly alpacas at Harvard Alpaca Ranch. Meet our ever-growing herd and learn about how and why we raise these gentle and unique creatures. Visit Alpaca Shop for wonderfully warm and luxurious alpaca products. ,www.harvardalpacaranch.com,(978) 391-1247,
Harvey's Farm & Garden Center,120 South Street,Westborough,MA,01581,Five generation dairy farm turned vegetable farm and nursery with new state of the art dutch greenhouse and a large collection of horse drawn equiptment sled buggies etc. Gift barn and educational demos.,www.Harveysfarm.com,(508) 366-1545,
Hawk Hill Orchards,83 Carleton Road,Millbury,MA,01527,PYO apples many varieties country store bailed goods jams preserves cider candy pumpkins and more. Visit our galcial rock formations and pinic area.,,(508) 865-4037,
Healthy Futures Farm,528 American Legion Highway,Westport,MA,02790,Open: Tuesday - Friday 11:00 am - 6:00 pm Saturday Sunday 11:00 am - 5:00 pm July to October 31. EBT-SNAP Accepted Tuesday - Saturday 11:00 am - 6:00 pm,,(508) 558-5205,
Heart Beets Farm,181 Bayview Ave ,Berkley,MA,02779,Farmstand open Saturdays 9:00 am - 5:00 pm March - Thanksgiving  3 Season CSA (April-December) ,www.heartbeetsfarm.com,(508) 822-6919,
Henshaw Farm/The Kitchen Garden,268 Baldwinville Road,Templeton,MA,01468,We raise pumpkins mainly some cukes herbs and cut flowers. We have an in-store bakery.,www.kitchgarden.com,(978) 939-8558,
Herrick Farm,77 Dodge Road,Rowley ,MA,01969,Our produce stand has a variety of vegetables and fruits. All of our products including vegetables fruits and meat are fresh and from our farm. We have been in business since 1940.  ,herrickfarm.net,(978) 509-2201,
Herrick Tree Farm,17 Herrick Rd,Boxford,MA,01885,Cut your own Christmas trees - pre-cut Balsam Firs.,www.herricktreefarm.com,(978) 835-1583,
Hi Hill Farm,172 West Main Street,Westborough,MA,01581,,www.facebook.com/Hi-Hill-Farm-And-Wishing-Wells-Perennials-105658409503497/,(508) 366-9352,
Hickory Dell Farm,245 West Farms Road,Northampton,MA,01062,Hickory Dell Flower Farm and Gift Shop serves your gardening decorating and gifting needs and provides pleasure in all seasons including a chance to spend time with our herd of llamas. Visit our 3rd-generation family farm in spring for specialty annuals and distinctive perennials hanging baskets and container gardens and flower herb and vegetable starts and seeds. In the summer we add gorgeous cut flowers to the mix. Our fall ornamentals include mums pumpkins gourds cornstalks and outstanding Halloween decorations. For the winter holidays we offer local hand-made and manufactured wreaths roping and swags and freshly cut local trees. ,www.Hickorydell.com,(413) 586-0031,
Hick's Family Farm,1255 Route 2E,Charlemont,MA,01339,Farm Stand from July thru October. Fresh vegetables and Sweet Corn later in the season lots of Pumpkins and winter squash. Corn Maze in operation Sept and October weekends and a scavenger hunt. Petting zoo and kids activities. Food booth on site with picnic tables.  ,hickscornmaze.com,(413) 522-7140,
High Hopes Farm,1132 Huntington Rd,Worthington,MA,01098,Maple Sugar House & restaurant open Late February through early April and in the late September through October. Serving a breakfast buffet Saturday and Sunday 7 am - 2 pm. Gift shop selling a full line of maple products such as: maple sugar maple cream maple candy Indian sugar and local hand made crafts. Year round syrup sales.,www.highhopesmaple.com,(413) 238-5919,
High Road Farm,240B High Rd. ,Newbury,MA,01922,Open Tuesday Thursday Friday 9-6,www.highroad.farm,(978) 844-1236,
Hill House Farm,11 Putney Rd,Leverett,MA,01054,Small farm using organic practices with Summer and Fall Raspberries as well as eggs herbs and maple syrup. Good to call ahead.,,(413) 548-9737,
Hilltop Farm & Fiber Arts,1 Partridge Road                                                                     ,LANESBORO,MA,01237,Farmstand with vegetables & fruits in season. Private classes & workshops in the fiber arts. Workshops on dyeing with natural dyes and growing natural dyestuffs. Homesteader workshops. Lesson and workshops are adult and teen oriented not suitable for small children.,,(413) 822-9621,
Hilltop Orchard / Furnace Brook Winery,508 Canaan Road,Richmond,MA,01254,Shop the Farm Winery Store for wines and ciders fruit pies scones cider donuts preserves maple syrup and more. Experience the beauty of the Berkshires from Hilltop Orchards year-round; smell apple blossoms in the spring; enjoy beautiful vistas from the Normandy Gazebo in the summer; go hiking or mountain biking; pick your own apples in the fall and in the winter go cross country skiing or just sit and relax by the fire in the Barrel Room.,www.Hilltoporchards.com,(800) 833-6274,
Holiday Brook Farm,100 Holiday Cottage Road,Dalton,MA,01226,Our cattle and sheep are 100% grass-fed and grass-finished. Maple meat compost and vegetables. Great spot for weddings!,holidaybrookfarm.com/,(413) 684-0444,
Holiday Farm,100 Central St,Berlin,MA,01503,Small farm and farm stand selling fresh produce eggs honey maple syrup homemade jams and locally made foods and crafts.,holiday-farm.business.site/,(508) 333-0242,
Hollis Hills Farm,340 Marshall Rd,Fitchburg,MA,01420,Working farm producing pure maple syrup w/tours of sugar house maple breakfast during March & many maple goodies. Outdoor full bar with local beers on draught and a restaurant with scenery that can’t be beat! Live music every day that the restaurant is open! Ice cream animals and don’t miss the famous homemade apple cider donuts expansive orchard and more in the fall!  ,www.hollishillsfarm.com,(978) 696-3130,
Holly Hill Farm,230 Jerusalem Road,Cohasset,MA,02025,Certified Organic Farmstand. Value added products and produce from local sources. Plants and organic gardening supplies. Education programs for school groups summer camps and adult workshops. Barn yard animals and 130 acres of woods with trails to walk.,www.hollyhillfarm.org,(781) 383-6565,
Homestead Farm,115 Homestead Avenue,Rehoboth ,MA,02769,Scottish Highland Beef Lamb goat pork and poultry. Produce horse hay. Delivery of wholesale primary business.,homesteadfarmrehoboth.com,(774) 259-6960,
Honey Pot Hill Orchard,144 Sudbury Road,Stow,MA,01775,We have a 25 variety apple orchard/cider press and farmstand. Visit with our friendly farm animals & get lost in our Hedge Maze. Offer picnic area and hayrides on weekends during P.Y.O season. We host school tours and company outings by appointment.,www.Honeypothill.com,(978) 562-5666,
Honey Pot Maple Farm,28 Marjorie Rd,Wilmington,MA,01887,Apiary pollination services Honey and maple syrup production. Open by appt. only.,www.honeypotmaplefarm.com/,(978) 361-0808,
Honeybee Orchards,107 East Main Street,West Brookfield,MA,01585,Pick your own apples Hay rides Petting Zoo Bus tours Family environment.,www.honeybeeorchards.com,(508) 867-9900,
Hopestill Farm,117 Mill St.,Sherborn,MA,01770,Certified organic vegetables and small fruits; cut-your-own Christmas trees. Daily May to December. Spring and summer CSA. Tag and cut certified organic Christmas trees; tagging begins in November. Call for appt.,www.hopestill.com,(508) 653-5421,
Houlden Farm,139 Old Westboro Road,NORTH GRAFTON,MA,01536,Small family-owned and operated produce farm with goal to provide fresh nutritious quality produce to our local community.,www.houldenfarm.com,(508) 839-2409,
Howden Farm,303 Rannapo Road,Sheffield,MA,01257,Retail and wholesale sweet corn and pumpkins. U-pick pumpkins raspberries and blueberries. Hayrides with U-pick pumpkins. "The home of the famous Howden pumpkins.",www.Howdenfarm.com,(413) 229-8481,
Howe's Farm and Garden LLC,133 Pleasant St.,Paxton,MA,01612,Grow flower and veggie starts for the home gardener in the spring as well as perennials for year after year color. Summer produce and then in the fall sell mums pumpkins gourds' winter squashes and anything you need to make fall decorating easy and colorful.,www.facebook.com/pages/Howes-Farm-and-Garden/192948194109241,(508) 752-8419,
Howe's Farm and Garden LLC,225 Hardwick Road,New Braintree,MA,01531,Offer a wide variety of locally grown picked fresh daily vegetables blueberries raspberries and a huge variety of bedding plants annuals perennials and herbs. ,www.facebook.com/Howes-Farm-and-Garden-192948194109241/,(508) 752-8419,
Hubbard's Farm,163 Houghton Rd,Princeton,MA,01517,Farm-raised meats and eggs quality yard and garden materials including a variety of bark mulches rich farm grown loam and compost decorative stones quality feed hay and wood pellets and Envi-blocks for your energy efficient pellet stove.,www.hubbardsfarm.com/,(978) 464-2041,
Humble Hands Farm,629 Caswell Street,EAST TAUNTON,MA,02718,Pre-Order and Pick-Up: Sunday-Friday 9:00am to 5:00pm throughout preorder and on farm pick-up.  ,www.humblehandsfarm.com,,
Hunt Road Berry Farm,96 Hunt Rd. ,West Brookfield,MA,01506,Open Sunday - Saturday 8:00 am - 6:00 pm.,www.facebook.com/HuntRoadBerryFarm/,(508) 867-0508,
Hutchins Farm,754 Monument Street,Concord ,MA,01742,Hutchins Farm is one of the oldest Certified Organic farms in the region with a wide variety of seasonal produce. We grow all the produce we sell and all our edible crops are Certified Organic. The farm stand is open seasonally with beautiful views of our production fields.  Open: Tuesday - Sunday 11:00 am - 6:00 pm June to October closed 7/4.,www.hutchinsfarm.com,(978) 369-5041,
Hydeaway Farms,128 Roylaston Rd N,Winchendon ,MA,01475,,www.hydeawayfarms.com/,(978) 297-3453,
Hyland Orchard & Brewery,195 Arnold Road---FISKDALE,Sturbridge,MA,01566,Fruit Orchard PYO apples pumpkins picnic area micro brewery and tours cider mill sugar house seasonal ice cream bar farm bakery & retail shop snack & ice cream bar festivals birthday parties family reunions walking trails. Close to Old Sturbridge Village Brimfield Antique Shows St. Anne Shrine.,www.hylandorchard.com/,(508) 347-7500,
Indian Head Farm,232 Pleasant Street,Berlin,MA,01503,Pick your own strawberries blueberries and raspberries in season.  Farmstand offers a wide variety of vegetables from asparagus in May to pumpkinsa in the fall.  Cut and dried flowers homemade jam.  Christmas trees and wreaths in December.,www.indianheadfarm.com,(978) 838-2942,
Indian Rock Farm,25 Prospect Street,Foxborough,MA,02035,We offer choose and cut Christmas trees.  We grow only fraser fir balsam fir and concolor fir varities for choose and cut sales. We also make our own wreaths and swags.   We are open weekends only starting with the first weekend after Thanksgiving.  We also have an antique sleigh in which people can sit and take pictures.,www.indianrockfarm.com,(508) 543-7081,
Ingaldsby Farm,14 Washington St.,Boxford,MA,01921,We grow a variety of fruits & vegetables annuals & perennials. Our bakery features homemade muffins donuts pies & much more. Come and enjoy our farm.,www.facebook.com/IngaldsbyFarm,(978) 352-2813,
Intervale Farm,106 South Rd,Westhampton,MA,01027,Small family farm w/vision to provide healthy fresh produce and plants to the local community in a manner that is consistent with good land stewardship. Also raise our livestock in a fashion that is both humane and productive and to sustain a way of life that supports our farm family and community. Offer a CSA attend local farmer's markets and sell from the farm.  CSA Products offered: Vegetable Dairy Eggs Flowers Pickup(s): On Farm,intervalefamilyfarm.com/,(413) 527-5440,
Ioka Valley Farm,3475 Rt. 43,Hancock,MA,01237,Ioka Valley Farm offers four seasons of farm fun. Spring is maple sugaring season with pancake meals in the "Calf-A" along with made boiling demonstrations in the sugar house. Summer offers PYO strawberries and fun farm play area. Fall Brings PYO Pumpkins and fall activites. Winter the farm is open to choose and cut or fresh cut Christmas trees as well as a special Breakfast with Santa weekend in the Calf.,iokavalleyfarm.com,(413) 738-5915,
Iron Horse Farm,29 Coolidge Street,Sherborn,MA,01770,Iron Horse Farm ~ A little bit of "country" to raise angora rabbits 3 breeds of sheep llamas and angora goats in Sherborn Massachusetts. Visit the Iron Horse Farm Artisans' Gift Store- products from our animals and more.  ,www.ironhorsefarm.org,(508) 653-3433,
Iron Ox Farm,656 Asbury Street,Hamilton,MA,01982,New owners after acquired by Greenbelt’s farmland program.  CSA Product offered: Fruits Vegetables Flowers Meat Pickup(s): On Farm,ironoxfarming.com/,() -,
ISBCC NUBIA Farmstand,100 Malcolm X BLVD,ROXBURY CROSSING,MA,02120,Located Right outside/inside the ISBCC across the street from the Roxbury Crossing T stop. Open Friday 12:00 pm - 3:00 pm July to October. ,,,
Island Alpaca Company of Martha's Vineyard,1 Head of the Pond Road,Oak Bluffs,MA,02557,Island Alpaca Farm provides fun and educational activity open year-round. Help educate the public including future owners about this wonderful animals their investment potential and the fiber they produce. Visit farm store for items hand-knit locally from our own alpacas: hats glove mittens socks sweaters and so much more! Self guided walking tours and "Alpace Lifestyle" experienced. Morning program Alpaca Discovery for all ages offered most days year round! ,www.islandalpaca.com,508-693-5444,
