,Name,Rating,Date,Review
76,Causeway Restaurant & Bar,4 star rating,7/5/2015,"Being a southern boy, I am always on the lookout for some tasty barbecue. The menu here does not disappoint. Any place that has greens, cornbread and a real smoker? Please! If you're hungry, order the platters. It's a lot of food!

The service can be hit or miss, depending on if you are upstairs or not. Ask to be seated downstairs. Service seems to be better there."
77,Causeway Restaurant & Bar,5 star rating,1/31/2018,"As a former waitress it takes a lot for me to be impressed.  Food is good here, and pretty fast...but the service from our server was amazing.  I hope Jennipher is rewarded for her excellent service. This is the hardest working person at this bar.  And nice too!  Thank you Jennipher!  You were awesome.

*This review is being written by a Philadelphian four days before the Super Bowl.... :)"
78,Causeway Restaurant & Bar,2 star rating,12/14/2014,"I vacillated between 2 and 3 stars for this place.  It's more like 2.5 stars.  I believe this is a newer place, right across the street from the Garden.  I came here after an early afternoon celtics game with my dad.  

Red flag #1 was the fact that this place was empty and people were bypassing it for a more crowded Harp.  That was a harbinger of things to come.  

First impressions was this place was a BBQ joint, though the menu had some odd items on it.  I went with the Cubano, which was average at best.  The problem was the sides.  Cranberry mashed potatoes?  Really strange tasting.  The baked beans were a disgrace to any BBQ place.  Watery and definitely undercooked.  My dad seemed to enjoy his chicken salad sandwich and clam chowder (with cornbread and olive oil.  Wtf?).  I'm not sure what the chef is really thinking with some of these combinations.

To make it worse, our server was slow despite having literally no one else to serve.  She even forgot what my dad ordered.  Twice.  

I probably will avoid this place in the future for food after a game."
79,Causeway Restaurant & Bar,5 star rating,9/16/2015,"Food was Superb  make sure you take advantage of the newly added ""Fried Mac n Cheese balls"" for an appetizer and the ""Chicken Quesadilla"" which was fresh well seasoned and crispy. Great job Chef Jeshua 

The service was 100% on point! The bartender poured and had ready a glass of water with a lemon on side and placed in front of me within a minute of sitting at the bar and proceeded to be very attentive and hospitable. Make sure to ask for Dave and say ""HI"" he is the man!

The overall atmosphere was great from the friendly staff, music and decoration/setup definitely a place you need to experience! 

Thank you Tim for a great time!"
80,Causeway Restaurant & Bar,1 star rating,11/4/2017,I would give no star if I could. Waited half an hour in line to get into Causeway and waited another hour to get upstairs to the club? Saw groups of people skip the line and get into the elevator to go up to the same club. Won't be back.
81,Causeway Restaurant & Bar,5 star rating,2/2/2015,"This review is long overdue.. I went to the Causeway when I was home just before Christmas.  The service was excellent, as were the wings.  It is extremely hard to find a restaurant in Boston that actually knows how to make Barbecue, and this place has NAILED IT!!

I went there with a fairly big party and we got plenty of items off of the menu.  Wings were unreal, wing tips were also a great appetizer.

I then got the brisket which was extremely tender and cooked just as if I was eating it down in the south at a BBQ joint.

I ended up staying there pretty late into the night and the place filled up with a great crowd of people.  Bartenders were very cool and mixed up some great drinks.  

Overall, I will def be back to this place the next time I am in Boston."
82,Causeway Restaurant & Bar,4 star rating,10/1/2017,"We checked out this bar/club after a concert at TD Garden. The wait was not too bad (~10 minutes) to get inside and a $10 cover. We had quick service at the bar and then proceeded to wait in another line for the upstairs ""club"" scene. Once inside, the music was really good- great mix of popular hits and throwbacks. The only down side was the lack of mats to prevent the floors and stairs from being so slippery from spilt drinks."
83,Causeway Restaurant & Bar,1 star rating,7/17/2017,"I was very disappointed with the Causeway. I went with a group of friends on Friday night because the line was short to get in, and paid $10 for cover. We got inside and got drinks only to realize that the real line to get into the dance area was inside, after you already paid cover. Sleazy move. Waited 50 MINUTES in line inside and still were not in the dance area. We asked for a refund on our cover charge since we just waited in line for an hour and were thenkicked out of the bar aggressively and swore at by the manager. Will never return and will tell everyone I know that this place is definitely not worth it especially given the other great options in the area."
84,Causeway Restaurant & Bar,5 star rating,3/14/2019,"Such a terrific spot in the heart of the sports world in downtown Boston! The service and friendly staff were only a part of our enjoyable evening. The food and bar service were excellent - they have a bacon cheeseburger w bbq sauce that is heaven!! Their apps are so yummy esp the truly exotic cheese plate, the shrimp, and the pub chips. Sam the bartender (shouldn't every bar in Boston have a Sam?) is great, with super suggestions for spirits suggestions. The chef came and visited with us which really topped off our night. Looking forward to our next visit FOR SURE!"
85,Causeway Restaurant & Bar,5 star rating,5/16/2018,"My husband and I stopped here to grab a quick meal before the celtics game. It seemed pretty busy when we walked in, but we were seated upstairs shortly. It was loud but what do you expect from a crowded restaurant. Our food came quickly and correct. Everything was so good and exactly what I wanted. We left feeling full and happy."
86,Causeway Restaurant & Bar,4 star rating,9/13/2015,"If you're going for drinks, especially beer, you're at the right place. They have a great list of beers on draft and have security which is a plus. The staff is really friendly and they serve you pretty fast. 

The kitchen closes at 10 on Sundays, which was a bummer. My friend had to order for me while I was on my way. 

It's not in the prettiest area but it works overall. Try not to walk over there at night if you're more than 10 minutes away. Not very safe. (Man or woman) 

This place is a nice and organized bar. I wouldn't consider it a restaurant per se although I must say that the food is great and affordable. Had a burrito on a plate and my friend had a pulled pork sandwich with beans and cole slaw. His portion was abundant."
